description,y_PF1_rsteps_error,y_PF1_error,y_CPF1symp_error,y_CPF1com_error,y_CPF1com_rsteps_error,y_PF2_rsteps_error,y_PF2_error,y_CPF2symp_error,y_CPF2com_error,y_CPF2com_rsteps_error,y_PF4_rsteps_error,y_PF4_error
system=isg_wc_2d,0.014374320765792988,0.006468371467561836,2.2059434662417282e-05,1.605441321685309e-06,3.663797776058849e-06,9.597932147779905e-05,4.307816913708452e-05,2.2069682193533693e-05,1.0375782548256855e-08,2.345394054039998e-08,8.391206718304301e-10,3.6415720935663695e-10
CPF1&2,0.015237110122415305,0.006466026981467865,2.2788607129664295e-05,1.6969363894426143e-06,4.116819895296559e-06,0.00010474934072781603,4.434436405330382e-05,2.2799720805907034e-05,1.1306617124331743e-08,2.7132365233934702e-08,9.707661273517822e-10,3.9624098283823845e-10
size=3*3,0.01615168401722801,0.0064282920599495,2.343490004835421e-05,1.7831954333777799e-06,4.625855776742818e-06,0.00011432069539037677,4.540454408439136e-05,2.344687234515889e-05,1.2252700729638615e-08,3.1387752998569494e-08,1.1230622995833255e-09,4.287036666574323e-10
nsteps=100,0.01712115022732579,0.006350871077270131,2.3979442850861652e-05,1.8613322180103972e-06,5.197830904572677e-06,0.0001247666025669658,4.621014940680755e-05,2.399223918842384e-05,1.319442416288131e-08,3.6310600545079444e-08,1.2992571587499496e-09,4.6085526947478645e-10
"ticks = np.logspace(0,1,num=80)",0.018148802998393766,0.006229292266524646,2.44031682908121e-05,1.9278905521289657e-06,5.8405269854524225e-06,0.00013616696870531663,4.670836215981094e-05,2.4416718983044343e-05,1.4106855571603196e-08,4.200560069866425e-08,1.5030879352082692e-09,4.917834091233993e-10
,0.019238134227954288,0.006058963183793954,2.468822749248532e-05,1.978781271515711e-06,6.562687744552762e-06,0.00014860900070706555,4.684336243837653e-05,2.4702418652614293e-05,1.495973585216637e-08,4.859387028918665e-08,1.7389069972116846e-09,5.20390771671607e-10
,0.020392845318692114,0.005835250727681354,2.482029474586455e-05,2.0092271349977825e-06,7.374137888555645e-06,0.00016218787282355965,4.655899290411177e-05,2.483495919399563e-05,1.5714755317766352e-08,5.621552207833377e-08,2.011712988217397e-09,5.453743337389099e-10
,0.021616859741951804,0.005553598924557436,2.4792118595280273e-05,2.0137253437172053e-06,8.285916712434806e-06,0.00017700745449482878,4.580422119783444e-05,2.480702944647673e-05,1.632938577470986e-08,6.503264463503971e-08,2.327321735091394e-09,5.653299122485296e-10
,0.022914336353839163,0.005209713301361914,2.460856954998779e-05,1.986050501591538e-06,9.310428223647347e-06,0.00019318110463306833,4.454430254125861e-05,2.462344170816338e-05,1.676087720554683e-08,7.523275227628232e-08,2.6924432654900795e-09,5.790333688584015e-10
,0.02428968350895623,0.004799888582325419,2.4292985135749513e-05,1.9193576776719727e-06,1.0461609860272458e-05,0.00021083253846985336,4.278307007118733e-05,2.4307492669453485e-05,1.6978957307880256e-08,8.703276069851662e-08,3.1148457502040172e-09,5.863413371543897e-10
,0.025747574019388795,0.00432174723100465,2.3893929353514677e-05,1.806601373960208e-06,1.1755121988915121e-05,0.0002300967735656794,4.060222431082633e-05,2.3907745555790034e-05,1.6993309222589053e-08,1.0068361921829034e-07,3.603519115640664e-09,5.904455798115624e-10
,0.027292961009496592,0.0037768425821488906,2.349139358563711e-05,1.642745479540693e-06,1.320856090444615e-05,0.00025112116219680615,3.820758156632238e-05,2.35042544910869e-05,1.689155326411561e-08,1.164756309346815e-07,4.168858639639469e-09,5.962935910081772e-10
,0.02893109471997273,0.0031942585140718356,2.320255454239105e-05,1.4633136066347854e-06,1.4841698076920422e-05,0.00027406651803478787,3.5937436539651675e-05,2.3214342922305964e-05,1.6850813709098386e-08,1.34744628659104e-07,4.822889685643718e-09,6.111455437993378e-10
,0.0306675403178815,0.002722837304616205,2.318750920115995e-05,1.343431763457673e-06,1.6676749001398604e-05,0.00029910834571646026,3.422923937879712e-05,2.3198363316225683e-05,1.711893875057599e-08,1.5587912677664125e-07,5.579526134506189e-09,6.438160558143048e-10
,0.032508196772705104,0.0023633617948090914,2.3650501848359404e-05,1.2708107902864282e-06,1.8738675264252767e-05,0.0003264381826717124,3.363682901290095e-05,2.3660952906994363e-05,1.8046162837073604e-08,1.8032855546031045e-07,6.454860206657107e-09,7.063272050424363e-10
,0.034459316862025566,0.0023236226904399036,2.4822391555803078e-05,1.3736893172556896e-06,2.105552392116194e-05,0.0003562650634799479,3.4774799194850716e-05,2.483348528495012e-05,2.00924371407588e-08,2.0861284192124086e-07,7.467531688584243e-09,8.141774764851835e-10
,0.03652752837421871,0.0024328654434669114,2.691624754679399e-05,1.587558863191999e-06,2.3658808810046298e-05,0.00038881711794363626,3.810671203734379e-05,2.692957320895484e-05,2.3718879886896736e-08,2.413334520389536e-07,8.639063780056994e-09,9.832650602382052e-10
,0.03871985657953363,0.002776716506899236,3.0080605800276788e-05,1.9905893006134507e-06,2.6583938974425383e-05,0.0004243433150393366,4.39530727750395e-05,3.009823293637108e-05,2.9379004074027744e-08,2.791861682295051e-07,9.994391521613105e-09,1.2272339432523798e-09
,0.041043748045172364,0.0034501164720171385,3.4384587411691725e-05,2.6687098819255145e-06,2.987070001341909e-05,0.0004631153661266387,5.242652913095363e-05,3.4408958654446583e-05,3.7454920968749055e-08,3.22975904692389e-07,1.156235273296815e-08,1.5564809717520307e-09
,0.04350709587442114,0.004263518087278542,3.9836244947236786e-05,3.539331701565204e-06,3.356379487980877e-05,0.0005054298018551652,6.343523940730625e-05,3.987009144887965e-05,4.8223586299850354e-08,3.736337926284335e-07,1.337628713357851e-08,1.9792625126329724e-09
,0.046118266454666976,0.00528575346856708,4.6405338586675035e-05,4.691043997368963e-06,3.7713451516101664e-05,0.0005516102387037553,7.68451446159513e-05,4.645164806181976e-05,6.194247984090125e-08,4.3223696839693216e-07,1.5474805041605125e-08,2.503096413058745e-09
,0.04888612780409353,0.006553419193950013,5.403110757137885e-05,6.063880344661314e-06,4.2376105508204125e-05,0.0006020098524028689,9.247248555783974e-05,5.409309012969028e-05,7.885013188075187e-08,5.000314947218983e-07,1.7902527016675127e-08,3.1350418715785437e-09
,0.05182007961216571,0.007863469107065283,6.262032426795391e-05,7.608729520474872e-06,4.761516705131344e-05,0.0006570140771066937,0.00011003052096218381,6.270133511046727e-05,9.912076495335585e-08,5.784588285831317e-07,2.071112451620768e-08,3.88069659367693e-09
,0.05493008507464238,0.009180021416828152,7.212357390184385e-05,9.311546105244106e-06,5.3501882653749754e-05,0.0007170435509393496,0.00012913702261640078,7.222560972559989e-05,1.2283885853557538e-07,6.69186438605631e-07,2.396033330912175e-08,4.743091055223083e-09
,0.05822670462972027,0.010473756785283264,8.230290970583586e-05,1.1154271322958702e-05,6.0116303252739684e-05,0.0007825573303292334,0.00014934028776089538,8.243051331245542e-05,1.4998259550015092e-07,7.741432632539147e-07,2.7719272200002778e-08,5.721360078572208e-09
,0.061721131708257625,0.011712806871122453,9.294668144950543e-05,1.3109363406657686e-05,6.754837187083415e-05,0.000854056397707401,0.00017012764576458715,9.31027793528285e-05,1.8039597733443803e-07,8.955606707551356e-07,3.2067911467680905e-08,6.809246991026802e-09
,0.06542523061758489,0.012861783165875025,0.00010380229016125236,1.513702462604855e-05,7.589914551583948e-05,0.000932087489259433,0.00019093784417504255,0.00010398924765879584,2.137451967667697e-07,1.0360199056970495e-06,3.7098765025363364e-08,7.993472507850524e-09
,0.06935157668547744,0.013881827070939087,0.00011457919533678528,1.718285392239893e-05,8.528216801068336e-05,0.0010172472719206834,0.00021116631580432132,0.00011479851995576377,2.4946485664330167e-07,1.1985068920002283e-06,4.291884494058715e-08,9.251940840756072e-09
,0.07351349879820647,0.014730769207997627,0.00012495746331729412,1.917585411047124e-05,9.582501226235512e-05,0.0011101869014765711,0.00022996308051083717,0.00012520942059169235,2.86835498190733e-07,1.386475687504253e-06,4.965196951266627e-08,1.0551945680794216e-08
,0.0779251244744986,0.015364222884706635,0.00013460406187172744,2.102665944027322e-05,0.00010767101284628046,0.0012116169964359468,0.0002464894987304281,0.0001348871999023567,3.2453807896262153e-07,1.6039218433106448e-06,5.744137081927195e-08,1.1855284787967875e-08
,0.08260142762539631,0.015736727676300712,0.00014320269398276979,2.2626045645295798e-05,0.0001209812125324714,0.0013223130656358265,0.00025984986807646123,0.0001435133279155776,3.610024573576431e-07,1.8554672643573781e-06,6.64527357698819e-08,1.310564278541882e-08
,0.08755827915888842,0.01580372743217288,0.00015050222896889913,2.384580291374758e-05,0.0001359365489160986,0.0014431214308506359,0.00026915715490980494,0.00015083406764262322,3.9433031308513256e-07,2.146458380446807e-06,7.687778070500351e-08,1.4233558502508278e-08
,0.09281250059726509,0.015523522378935855,0.00015638040584353507,2.454155889574985e-05,0.00015274031090424417,0.001574965689531941,0.00027377336006487017,0.00015672470805262522,4.2249831614952494e-07,2.483079658755126e-06,8.893824915006203e-08,1.5177735995684626e-08
,0.09838192088500325,0.0148612288139321,0.00016090139969238671,2.4557881623627776e-05,0.0001716208982865289,0.0017188537668122127,0.00027373367996390014,0.0001612480259094724,4.4438067649688316e-07,2.8724849392541015e-06,1.0289069095819854e-07,1.592113020896733e-08
,0.10428543657527113,0.013795141945076831,0.00016434293805054996,2.3744857989723737e-05,0.0001928349217162696,0.0018758856105427098,0.0002695623876257213,0.0001646820337888485,4.607445676825242e-07,3.3229492940694756e-06,1.1903191730425431e-07,1.6557765013931713e-08
,0.1105430755939065,0.012339936727841564,0.00016745149108859836,2.206464274763325e-05,0.00021667068498884814,0.0020472615876898003,0.00026299452489884624,0.00016778403989174958,4.74461935584749e-07,3.844044690968913e-06,1.3770525086017118e-07,1.7271227757672155e-08
,0.11717606479134586,0.010823198731826288,0.00017091938580684067,2.0598320664258735e-05,0.0002434520968038541,0.0022342916461801916,0.00025648571520330764,0.00017123571693664316,4.905783203957465e-07,4.446843161100056e-06,1.5930791978683846e-07,1.8298802039137095e-08
,0.12420690150491075,0.009572853100003775,0.00017580905279491763,1.9488197743877154e-05,0.0002735430648989019,0.002438405311585703,0.00025302270517777874,0.00017611331458962715,5.158359669943782e-07,5.144151764020648e-06,1.8429941751649407e-07,1.9867080430569887e-08
,0.13165942936671787,0.008721303573783508,0.00018351470208077524,1.933742127018774e-05,0.00030735243173755504,0.0026611625947735476,0.0002565751367123466,0.00018382222389735193,5.605406593832376e-07,5.950784317922533e-06,2.1321133555624388e-07,2.2342351325479575e-08
,0.1395589186058634,0.008814106506176663,0.0001954781178468703,2.1403548932908062e-05,0.0003453395187366062,0.002904265893254148,0.00027116403793690894,0.00019581791684942877,6.371054797176615e-07,6.883875695791497e-06,2.466586241402893e-07,2.613776735446274e-08
,0.14793215110771893,0.009311117521589559,0.0002127428138286578,2.4865684577020278e-05,0.000388020353596585,0.0031695729765725753,0.0002990423776497963,0.00021315591398032648,7.552426329973672e-07,7.963245261308185e-06,2.853527263985576e-07,3.1529640865799084e-08
,0.1568075105080899,0.010659018190456015,0.0002355158087711734,3.1031933173951227e-05,0.0004359746648979806,0.0034591111543159454,0.0003406435095390116,0.00023604961079530935,9.210004283200579e-07,9.21181719788638e-06,3.30116648328592e-07,3.858208206370227e-08
,0.16621507761566784,0.012777229159295675,0.0002630135911723293,3.969788351666047e-05,0.0004898537384152571,0.003775092734106649,0.00039358249661196397,0.0002637136746841152,1.1333850392079988e-06,1.0656106558225206e-05,3.8190248029613065e-07,4.7142819031853474e-08
,0.17618673147282535,0.014992161744007497,0.00029375976825366136,4.9415471837699256e-05,0.0005503892407609822,0.004119931886787691,0.0004533235930629109,0.0002946380666750916,1.3843377113217657e-06,1.2326781388117242e-05,4.418116529295752e-07,5.686194351655087e-08
,0.18675625638202722,0.017224878904994866,0.0003267245903037452,6.017981902929389e-05,0.000618403129546633,0.004496263046501855,0.0005147231909181223,0.00032782736742892056,1.6611593488811334e-06,1.4259312712584323e-05,5.111183373164527e-07,6.720814759427103e-08
,0.1979594552436269,0.019667950945687795,0.0003585385408944294,7.126241572815906e-05,0.0006948187833347391,0.00490696098496078,0.0005726581435965493,0.00035985905583995226,1.946959737044425e-06,1.6494726128108862e-05,5.912965683735685e-07,7.761696432639978e-08
,0.2098342695698495,0.021477407354453398,0.00038774495478354176,8.065403590914503e-05,0.0007806735012014523,0.005355162711855815,0.0006214373824723392,0.0003892321137162224,2.2226190390494856e-06,1.908047092436956e-05,6.840515336479945e-07,8.723775135887428e-08
,0.22242090656000463,0.022361775033379466,0.0004178284152674409,8.704281630921651e-05,0.0008771325399898885,0.00584429136681131,0.0006577303807045138,0.0004193944440111857,2.4646631535796153e-06,2.2071425017308615e-05,7.913558377367078e-07,9.511241314297329e-08
,0.23576197364320917,0.022166931615549505,0.00045142215417968236,8.928148055374503e-05,0.0009855048778222707,0.006378082283512615,0.0006896600842836345,0.0004530800847625954,2.706220634304408e-06,2.553105688322769e-05,9.154914972223171e-07,1.027738892232304e-07
,0.24990262091693832,0.020967179213963797,0.0004842513141130315,8.818889441656294e-05,0.0011072609156252068,0.006960611422725001,0.0007151006236336381,0.00048597163034135114,2.955328134004797e-06,2.9532768984337973e-05,1.0590983777886496e-06,1.1298117860449312e-07
,0.26489069193319237,0.019790416337737763,0.0005161053077006097,8.752380185237928e-05,0.001244052354205919,0.007596326388586414,0.0007363295419793393,0.0005178531973463829,3.21746321914227e-06,3.4161451006659746e-05,1.2252303257184327e-06,1.2489015438888318e-07
,0.2807768833082391,0.018333806052631303,0.000548755934608248,8.642124950106436e-05,0.0013977345130572894,0.008290080262074825,0.0007629861553715236,0.0005505287981693117,3.5434024229701834e-06,3.951527560444151e-05,1.4174201359716066e-06,1.4034378612962266e-07
,0.2976149136575067,0.0175412053309083,0.0005867384647922377,8.943473766238057e-05,0.0015703913901007642,0.009047168506176996,0.0008026982594047284,0.0005887631274263118,3.983443206433539e-06,4.570777437816415e-05,1.6397545214575816e-06,1.6189892323642532e-07
,0.31546170238376703,0.018048909054866346,0.0006331113667129961,0.00010014341502417,0.0017643637975850869,0.009873369220559232,0.0008631200451691144,0.0006354156359866256,4.5925807578174015e-06,5.287023770444098e-05,1.896961075592092e-06,1.9075669509072538e-07
,0.33437755887454806,0.018990867263174706,0.0006857549129729531,0.00011512827838078395,0.0019822809500241343,0.010774987048035202,0.0009437989304357039,0.0006884949069744299,5.378968740613546e-06,6.115448902135696e-05,2.1945087277017265e-06,2.262337573008923e-07
,0.35442638269372556,0.021032896375239023,0.000741653709901897,0.0001375732845216835,0.0022270959261490677,0.011758901062551032,0.0010380054133833445,0.0007449447950072875,6.3072913565241196e-06,7.073609151885277e-05,2.538723881779052e-06,2.656293324856303e-07
,0.3756758753823944,0.023753078715942705,0.0007992054992799764,0.00016346799055944115,0.002502125477687639,0.012832616997545187,0.0011299532465869416,0.0008029140098613727,7.279135250593089e-06,8.181805469037836e-05,2.936924914318962e-06,3.0540356979473194e-07
,0.3981977645155692,0.025846281228597046,0.0008490444116551499,0.00018590050936524035,0.0028110947151467574,0.014004324205847614,0.0012027529185342062,0.0008531314747831953,8.184536256698098e-06,9.463511831504329e-05,3.397577672895954e-06,3.411166906719005e-07
,0.4220680406936609,0.027136037291377302,0.0008872462097968904,0.00020280906959236437,0.003158187265046638,0.01528295777710549,0.0012362333753000753,0.0008910377698731957,8.848077374582907e-06,0.00010945870362221939,3.930475286911869e-06,3.6608788153182706e-07
