description,y_PF1_rsteps_error,y_PF1_error,y_CPF1symp_error,y_CPF1com_error,y_CPF1com_rsteps_error,y_PF2_rsteps_error,y_PF2_error,y_CPF2symp_error,y_CPF2com_error,y_CPF2com_rsteps_error,y_PF4_rsteps_error,y_PF4_error
system=isg_2d,0.14373080230027938,0.038598536075006594,0.00036325589467794457,1.26182196651067e-05,7.900882354487101e-05,0.0011331888418923963,0.0004246036758062447,0.00036327361539535,1.2351716136885655e-07,4.808116679828627e-07,4.003553427847759e-08,8.680675769972915e-09
CPF1&2,0.15235716123713935,0.040209057493157056,0.0003960535910079422,1.41412554212065e-05,8.877701382543077e-05,0.001236727976945351,0.00046147831212224827,0.00039607332563972313,1.4187919581581818e-07,5.558052075134424e-07,4.6316299003385004e-08,9.919889225409405e-09
size=3*3,0.16150117566721073,0.041807983074407806,0.00043177576870885673,1.5793235599648768e-05,9.975277170730836e-05,0.0013497269326287558,0.0005012175766755913,0.0004317975283007546,1.6251185168163196e-07,6.425219103385276e-07,5.3582359531134e-08,1.130504137384393e-08
nsteps=100,0.17119389985692315,0.04334988914156049,0.0004706902609657157,1.755216687658103e-05,0.0001120853576140102,0.0014730499209158821,0.0005439338324819846,0.00047071402109520865,1.855935266126861e-07,7.427968084549042e-07,6.198829517958649e-08,1.2850242330180191e-08
"ticks = np.logspace(0,1,num=80)",0.18146824984758222,0.04479413262134499,0.0005130963457421261,1.9432634404408604e-05,0.00012594247696964456,0.0016076400919658603,0.0005898051844090969,0.0005131220675176634,2.1192890935200096e-07,8.587523347500727e-07,7.171290776845202e-08,1.4651370009320678e-08
,0.19235911492698146,0.04610689079048643,0.0005593279183751348,2.1501277793543783e-05,0.0001415125587078182,0.0017545267424605296,0.0006391096779355783,0.0005593555783504948,2.4232313461002837e-07,9.928434374200974e-07,8.296303594086201e-08,1.6808202184810425e-08
,0.2039034757570789,0.047271477399370605,0.000609755817519263,2.3703854504505504e-05,0.00015900731515811474,0.001914833181812595,0.0006922483850335803,0.0006097854398230938,2.7702559042180476e-07,1.1479096403989246e-06,9.59780292542876e-08,1.9296271635291314e-08
,0.21614052955291335,0.04832466010392932,0.0006647891852951295,2.5904251407197027e-05,0.00017866461790807338,0.0020897853163069453,0.0007497383856721211,0.0006648208649248556,3.167463600763023e-07,1.327235274731483e-06,1.1103472056637148e-07,2.2149814065550957e-08
,0.22911182273111422,0.049485958267285635,0.0007248760928224876,2.804105237337745e-05,0.00020075172866523765,0.0022807210166184296,0.0008121610306532954,0.0007249099985403437,3.621863131128344e-07,1.5346192409318133e-06,1.2845335707713388e-07,2.5407036939315263e-08
,0.24286139147084473,0.0511967576444826,0.0007905040273406128,3.0174848426842212e-05,0.00022556892894052064,0.002489100340161562,0.0008800764352353496,0.0007905403758481696,4.1402556511478214e-07,1.7744555808997361e-06,1.4860447906374573e-07,2.9110346627810234e-08
