description,y_PF4_rsteps_error,y_PF4_errors,y_PF6_rsteps_error,y_PF6_errors,y_CPF4_rsteps_error,y_CPF4_errors,y_CPF6_rsteps_error,y_CPF6_errors
,4.313935497562244e-05,7.167785787730282e-06,1.7253081113648707e-09,4.6324283781097675e-11,3.314072155209244e-08,1.6356196083400445e-09,3.564779745102911e-11,1.6918724409017637e-11
,6.372504635461947e-05,1.0590847845219896e-05,2.9792522318076848e-09,8.00345231349087e-11,5.7224175396499864e-08,2.8277732243960294e-09,3.791682751958459e-11,2.125635660517312e-11
,9.413202084629335e-05,1.564046412305458e-05,5.144401973386648e-09,1.380830770712345e-10,9.880683008243735e-08,4.882329581732291e-09,2.7437417074885446e-11,1.6143965219349283e-11
,0.00013904447804548002,2.3091158499933216e-05,8.883002791985816e-09,2.3824944958255804e-10,1.7060055352596185e-07,8.432080250254043e-09,3.743720452940642e-11,1.4915556934640853e-11
,0.00020537965416996204,3.407833482477518e-05,1.533817901446983e-08,4.061373370864444e-10,2.9454950429002493e-07,1.4509591105736682e-08,4.073034864670232e-11,1.3029731586975802e-11
,0.0003033515774256053,5.032389023313473e-05,2.6483228763985678e-08,7.056313910316415e-10,5.08530665080228e-07,2.511299487249811e-08,3.2677828993563654e-11,1.4019870850096065e-11
,0.0004480410035483916,7.429169291704107e-05,4.572510716906285e-08,1.2200262887603441e-09,8.779191159677372e-07,4.340267223376214e-08,5.1597900194046314e-11,2.328110285070355e-11
,0.0006617119923815515,0.00010962264247051596,7.894479300890189e-08,2.089526529943052e-09,1.5155355998078661e-06,7.480305824353033e-08,3.2855565198770676e-11,1.633668197742755e-11
,0.0009772295124333185,0.0001618231272294892,1.3629153312972634e-07,3.6332180492940747e-09,2.6160621378358187e-06,1.2949942252464176e-07,4.9326222221336694e-11,1.377648505538718e-11
,0.0014431001654572819,0.0002387584975995275,2.3528391582293408e-07,6.264974529172725e-09,4.515387937240211e-06,2.2368496883965783e-07,9.911536372106402e-11,1.4490666772466189e-11
,0.0021309048136238986,0.00035214881232411394,4.0615034740080377e-07,1.0790732493272378e-08,7.792939665964982e-06,3.8630316848730395e-07,1.9253443229223395e-10,2.1839791743641104e-11
,0.003146254511028043,0.0005193668475718034,7.010499990884481e-07,1.863240322746288e-08,1.3448068895308499e-05,6.676523340390802e-07,3.827123636283671e-10,1.4971021987781566e-11
,0.004644933708063845,0.000765751218422013,1.209965187991274e-06,3.21558185635395e-08,2.3203998876445544e-05,1.1538956875376141e-06,7.701092520018592e-10,1.9164828833046932e-11
,0.006856676070057293,0.0011285598248273305,2.0881039050929975e-06,5.546341402731126e-08,4.003138470441943e-05,1.9943038969705446e-06,1.5533762695408637e-09,1.963445995791463e-11
