description,y_PF1_rsteps_error,y_PF1_error,y_CPF1symp_error,y_CPF1com_error,y_CPF1com_rsteps_error,y_PF2_rsteps_error,y_PF2_error,y_CPF2symp_error,y_CPF2com_error,y_CPF2com_rsteps_error,y_PF4_rsteps_error,y_PF4_error
system=hub_wh,0.00023778964168346686,0.0002262755617540744,9.426379534832784e-09,2.8539074002485304e-11,3.0442225882514025e-11,2.7445527683065958e-08,2.5996797069944046e-08,9.426380615445906e-09,1.4934518750284957e-12,2.1094408406917863e-12,1.1102238667957243e-12,1.0660584838026472e-12
CPF1&2,0.0002779646320229996,0.0002622768985954086,1.1880481203394522e-08,3.892015229789987e-11,4.191478683108044e-11,3.46869808752132e-08,3.255483375057785e-08,1.1880483009311876e-08,1.946706035435601e-12,3.219740570766801e-12,1.1102231281403396e-12,1.1488660532257757e-12
size=10,0.00032492725934930985,0.0003035634748664449,1.4967040347825825e-08,5.19768037079489e-11,5.6963816916385194e-11,4.3839078108597106e-08,4.070315060472088e-08,1.4967042880449348e-08,1.894350269574596e-12,2.997680101698757e-12,1.3322883033585708e-12,1.3870821810293048e-12
nsteps=1000,0.000379824307138924,0.0003507474595342123,1.8846251044784077e-08,7.007301746125681e-11,7.787289637925502e-11,5.540593965498709e-08,5.07971547205132e-08,1.8846254724831355e-08,2.4575338193762754e-12,4.219102155830386e-12,1.1102286846938494e-12,1.0310621511966388e-12
"ticks = np.logspace(0,2,num=60)",0.0004439963098079396,0.0004044482043276656,2.3717742809784993e-08,9.405845119653965e-11,1.0584917389055556e-10,7.002469670582898e-08,6.325727547594237e-08,2.3717747701761718e-08,1.8765283606704196e-12,2.4428550480631157e-12,8.881873435673805e-13,8.653345899194423e-13
,0.0005190102874845524,0.00046526203751493173,2.9829875834663917e-08,1.2587286935910782e-10,1.4464392193635701e-10,8.85005866388636e-08,7.857374868169938e-08,2.9829882935624195e-08,2.6910131283799784e-12,3.997685938759517e-12,1.5543132149966887e-12,1.5845193432066728e-12
,0.0006066980109096792,0.0005337176365716977,3.7491133846933825e-08,1.6791533340563284e-10,1.9806323835072293e-10,1.1185130669636262e-07,9.730766371385239e-08,3.749114400241913e-08,2.4624403649025085e-12,3.775011973783223e-12,1.221265382885633e-12,1.3006416845099012e-12
,0.0007092007317707243,0.000610212354653838,4.708408514004146e-08,2.2281322059781584e-10,2.703860424372527e-10,1.4136307126937012e-07,1.2008558259683056e-07,4.708409890342701e-08,1.630652521437698e-12,2.777673792577967e-12,9.99207777520102e-13,9.505032898171291e-13
,0.0008290214698388771,0.0006949239539013882,5.908257662888174e-08,2.9444441088506585e-10,3.689958256314369e-10,1.78661461693246e-07,1.4758391785007549e-07,5.9082596096852716e-08,1.8850315853264398e-12,2.8880064839045705e-12,1.221339487967885e-12,1.2705693387354687e-12
,0.0009690861341895967,0.0007876914078423919,7.407305309097077e-08,3.864767035567073e-10,5.042472737494797e-10,2.2580096471763194e-07,1.8049793913093435e-07,7.407307968308141e-08,1.8535054480796805e-12,2.3371523959502148e-12,2.4425024305408374e-12,2.40532842741539e-12
,0.0011328149711085239,0.0008878580606477204,9.278133425887694e-08,5.037085421454914e-10,6.890908480132694e-10,2.8537813854339736e-07,2.194890599046272e-07,9.278137025409707e-08,2.0393023534322936e-12,3.795464703608509e-12,1.3322866120459637e-12,1.1063234309106577e-12
