description,y_PF4_rsteps_error,y_PF4_errors,y_PF6_rsteps_error,y_PF6_errors,y_CPF4_rsteps_error,y_CPF4_errors,y_CPF6_rsteps_error,y_CPF6_errors
system=hei,1.130742106496636e-11,4.067903386790226e-12,8.993082056974309e-12,6.317078238982789e-12,5.9952387324203165e-12,4.080446618888069e-12,2.6312781082701182e-11,2.3112572273811074e-11
CPF4&6,1.672562369704881e-11,5.834376480244977e-12,8.105519396216526e-12,4.7133426911874485e-12,9.1039939425434e-12,6.205103739237648e-12,4.163390013844796e-11,2.534245999498843e-11
size=10,2.4637849230498774e-11,8.185982719444634e-12,7.32780575916017e-12,3.98996721537178e-12,1.5766358511469385e-11,9.119473638467726e-12,4.330051736806374e-11,2.673538434342278e-11
nsteps=1000,3.636831133066214e-11,1.214610047240292e-11,6.217398172889547e-12,3.5263340633004825e-12,1.1546471810648245e-11,7.082014261193166e-12,5.251913428620944e-11,2.9085718995368665e-11
"ticks = np.logspace(0,2,num=60)",5.369985168574359e-11,1.8121398681985532e-11,7.661027592435825e-12,4.5066382510965e-12,5.8842959849212366e-12,4.095107030629632e-12,4.6741094331660784e-11,2.8220018414798595e-11
,7.933059753150011e-11,2.621441335850597e-11,1.465678116551056e-11,5.5839054905447125e-12,1.2878863295262588e-11,9.403383007840075e-12,4.463371536971729e-11,2.9486063490568324e-11
,1.1718516355859563e-10,3.6871481008148246e-11,6.6614697749244274e-12,4.16553984392322e-12,1.0325375895877288e-11,7.149130636069998e-12,3.5862402099514884e-11,2.341132158834273e-11
,1.731238873211595e-10,5.261765770818186e-11,6.772695624119923e-12,3.811456386885038e-12,8.549761052033606e-12,4.594700445308258e-12,5.129728113091143e-11,3.439630515074427e-11
,2.5580313194967817e-10,7.85882270771791e-11,1.0103447503087396e-11,5.563513112119491e-12,6.550769387988142e-12,4.107882272881634e-12,5.5180214897093515e-11,3.352835471440467e-11
,3.778668554989983e-10,1.1690882086753457e-10,9.104583574782313e-12,4.705677012248588e-12,1.3101225685369484e-11,7.581942753437973e-12,3.6196747857546004e-11,1.979915126774343e-11
,5.582627428047355e-10,1.6826648868212652e-10,9.770955262321107e-12,6.653254026903811e-12,6.439526995798939e-12,3.189216397096337e-12,3.7416186853447e-11,1.909550010247932e-11
,8.24744150162012e-10,2.4904839980509003e-10,6.7734213582371045e-12,2.8182641491768637e-12,9.551164355799556e-12,4.585698232877038e-12,4.1524308711233376e-11,3.1768366766037875e-11
,1.218458500233458e-09,3.756851738394281e-10,1.0436549062618829e-11,6.013290496365966e-12,6.441843325830127e-12,4.235147826937284e-12,2.953445317184672e-11,1.900680593546682e-11
,1.8001164346522468e-09,5.479558601068256e-10,8.882330690699652e-12,4.077712462368958e-12,1.0325705275513508e-11,7.2165245288723005e-12,3.764504364237856e-11,2.043406391404366e-11
,2.6594364339008796e-09,8.143378765129917e-10,1.476953650754554e-11,5.5671967285226735e-12,7.43925547764648e-12,3.597191246813585e-12,4.89659542253775e-11,2.701114616761205e-11
,3.928993051032404e-09,1.2034959943068515e-09,5.995365007772141e-12,3.973185686752298e-12,9.992781533843798e-12,4.227663229245631e-12,4.064683599465448e-11,2.1285825240014522e-11
,5.804580042568147e-09,1.7536657168087601e-09,8.327347283385275e-12,4.637848667105389e-12,7.773247719260978e-12,3.5713966971549907e-12,5.1558504971298284e-11,2.7452609262501253e-11
,8.575526660142476e-09,2.588049690340801e-09,1.3670578738386395e-11,5.632477221618339e-12,1.2102789606756573e-11,6.1328688516600045e-12,3.9872712571837385e-11,1.8383053195439317e-11
,1.2669222846092981e-08,3.782555314656657e-09,1.1556783840662392e-11,3.1995609170259097e-12,1.1552333564891113e-11,5.256881726410063e-12,2.298430003903632e-11,1.772903946229567e-11
,1.871715138905412e-08,5.60090144385111e-09,6.555442361253516e-12,3.2709079067054712e-12,2.213482363861097e-11,5.5130021168036055e-12,4.068901418953427e-11,1.926138238890421e-11
,2.7652098148621665e-08,8.310009116113747e-09,1.021879041223366e-11,3.748973223993856e-12,1.2146007939310804e-11,2.9471086260759095e-12,3.53109718823292e-11,2.220136756958207e-11
,4.0852278243487644e-08,1.2254937599347154e-08,8.895020472639233e-12,3.904107293733295e-12,1.687724251827267e-11,5.362116414737468e-12,6.06616716160733e-11,2.7056290940290616e-11
,6.035376544127627e-08,1.808641746108411e-08,1.3668714176971952e-11,5.8431498607995304e-12,7.87605629423634e-12,2.333036152661495e-12,3.766344961386125e-11,1.6967477337823304e-11
,8.91644287904733e-08,2.6649938845073115e-08,1.1226151891162596e-11,4.286698911937644e-12,8.864251593528033e-12,3.512905132562416e-12,3.5536530540180884e-11,2.091638034094839e-11
,1.317280368620315e-07,3.930809614533964e-08,8.452611785503951e-12,4.040632875214823e-12,1.0565866801592401e-11,2.7125203244558925e-12,5.109225952611298e-11,2.3479093984055925e-11
,1.9460941866974488e-07,5.819903572269394e-08,9.552478877170188e-12,4.842303796012623e-12,1.5257801960682104e-11,4.284608760516658e-12,3.2231272278007415e-11,2.152574074251797e-11
,2.875070842993641e-07,8.592081854435192e-08,8.234695934910146e-12,4.455243914997744e-12,2.489776571545347e-11,3.698771905459709e-12,4.6754637633300426e-11,2.3688105289455062e-11
,4.2474869387236655e-07,1.2656273617911826e-07,1.2836870060594602e-11,5.905528626841896e-12,4.247100268002005e-11,6.347058359869972e-12,5.475389017135245e-11,1.7618937059694623e-11
,6.275006710412904e-07,1.8703061996238411e-07,1.143145437070579e-11,4.870361345228942e-12,7.252304946574584e-11,6.50674062840817e-12,3.46652122531984e-11,1.3413233881484864e-11
,9.270320893749599e-07,2.7642620406251753e-07,9.466680875255746e-12,3.0800357593459783e-12,1.2488635032367375e-10,1.0141503604655415e-11,3.122606140433461e-11,1.50555993844392e-11
,1.3695361520803102e-06,4.0763811821743957e-07,1.410895483787496e-11,3.834586665815782e-12,2.1375601717270672e-10,1.746543931588578e-11,3.3012374203353285e-11,1.3991500965598258e-11
,2.0232522631158135e-06,6.025344299384855e-07,2.019188517072408e-11,3.563154088904837e-12,3.691988616009563e-10,3.009841070149366e-11,4.178603804532205e-11,1.9136810340727086e-11
