description,y_PF1_rsteps_error,y_PF1_error,y_CPF1symp_error,y_CPF1com_error,y_CPF1com_rsteps_error,y_PF2_rsteps_error,y_PF2_error,y_CPF2symp_error,y_CPF2com_error,y_CPF2com_rsteps_error
system=isg_wc3,0.000123107286794928,5.596675677869601e-05,1.865803838313023e-08,1.4117797261640374e-10,3.102982857143535e-10,8.207225913771327e-08,3.731166088430653e-08,1.8658129123360994e-08,1.8158825207609302e-12,3.0004568080511497e-12
alpha=0.01,0.0001439064756909082,5.523714643398766e-05,1.9911042973625703e-08,1.626376546041131e-10,4.2387917351688536e-10,1.0372687713090708e-07,3.981509065211427e-08,1.991117594651811e-08,2.9583906785531647e-12,2.6655597319199834e-12
CPF1&2,0.00016821972141923782,5.179572689565339e-05,2.0188840102963034e-08,1.7841122366064907e-10,5.790515885465405e-10,1.310950212039363e-07,4.036614979021433e-08,2.0188973942495676e-08,1.676222239275814e-12,3.3417999734539313e-12
size=10,0.00019664072873800865,4.480887963463403e-05,1.888906031925601e-08,1.8040192997430033e-10,7.915297364515829e-10,1.6568419384664188e-07,3.77580970575984e-08,1.888924762835729e-08,3.0091705382392362e-12,3.568868248132511e-12
nsteps=1000,0.00022986350948266384,3.342163978751019e-05,1.5247331700880364e-08,1.5720608068970478e-10,1.0812560944923761e-09,2.0939961353707975e-07,3.04550076279301e-08,1.5247423024871402e-08,2.1714714295710783e-12,1.9813651801179015e-12
"ticks = np.logspace(0,2,num=60)",0.0002686993292624124,1.6888643660502422e-05,8.389408883353312e-09,9.293897502620887e-11,1.4774107096279704e-09,2.6464931540796747e-07,1.666622630451336e-08,8.389518255488281e-09,1.5888312339910783e-12,1.903541219142421e-12
,0.00031409651755310593,5.211982807650681e-06,3.1234613708592206e-09,3.374678087757901e-11,2.0185419616195427e-09,3.344764296048628e-07,5.740328736887464e-09,3.1235055930365173e-09,1.1095111075377397e-12,2.5552297048562146e-12
,0.0003671636243906765,3.266378101147206e-05,1.8884513700160664e-08,2.455598120975823e-10,2.758332311367848e-09,4.227273515457134e-07,3.765329988789194e-08,1.888479639246574e-08,2.8787722865533855e-12,4.595180355606658e-12
,0.00042919648956895023,6.419513050861606e-05,4.0014578932772126e-08,5.640430076241512e-10,3.769422561815832e-09,5.342630951300134e-07,7.994581559420956e-08,4.001525655173699e-08,2.380258754698683e-12,5.526978529710302e-12
,0.0005017098847326273,9.699894281418556e-05,6.532983411089572e-08,9.960742363372998e-10,5.150016223082685e-09,6.752273543927364e-07,1.3057982961550164e-07,6.533117410961537e-08,1.841657590307577e-12,6.96988075084748e-12
,0.0005864745016183336,0.00012630082701896105,9.195391599119964e-08,1.5155447904166938e-09,7.03742594833891e-09,8.533845769045551e-07,1.8381583182560958e-07,9.195608495135442e-08,2.4208208713358155e-12,1.0121945480865923e-11
,0.0006855601887119446,0.0001452022107825241,1.1429976168793699e-07,2.0366326737387037e-09,9.616124248276113e-09,1.078548243605521e-06,2.2847582956203257e-07,1.1430298985206248e-07,4.0760067222065956e-12,1.498109788007245e-11
,0.0008013864928076432,0.00014517033625607262,1.2358617095588405e-07,2.3799384333370805e-09,1.3139288284258669e-08,1.363120709827221e-06,2.4697897763995864e-07,1.235901237054849e-07,4.503091923361559e-12,2.184753630351798e-11
,0.0009367817385411948,0.00011767053969703781,1.0842994842267672e-07,2.2546156172950393e-09,1.7954222530657973e-08,1.72277686955501e-06,2.1649468562015758e-07,1.0843398439145084e-07,4.441407285387394e-12,3.2166541623861166e-11
,0.0010950520891454154,5.740700089398117e-05,5.778526890094777e-08,1.285053927441301e-09,2.4533602924512214e-08,2.1773273595177143e-06,1.1446997253636511e-07,5.778772698722641e-08,5.965631118918147e-12,4.7379997787455186e-11
,0.001280062273661918,3.278012323622364e-05,3.7086417013911453e-08,8.602949717404697e-10,3.3523602941508867e-08,2.7518095430440487e-06,7.14588678905284e-08,3.7088122050694174e-08,2.4575233207112132e-12,6.998469409016224e-11
,0.001496329951586179,0.0001364262229369451,1.5919078072749043e-07,4.178057587362732e-09,4.5808077851139155e-08,3.477867133613565e-06,3.17454166947337e-07,1.5920028773782984e-07,9.401846250030007e-12,1.026210109299725e-10
,0.0017491360183910138,0.0002203974921215644,2.7750191548674076e-07,7.887765164886043e-09,6.259425443748822e-08,4.395492490903553e-06,5.54156913715199e-07,2.7752135156588947e-07,1.9607541359164972e-11,1.5187593247228053e-10
,0.002044653544358331,0.0002396386660199031,3.2633075359313944e-07,1.0022867344161144e-08,8.553167701308202e-08,5.555229891509713e-06,6.514556768357032e-07,3.263574024743164e-07,2.6425722352075775e-11,2.2370075677307872e-10
,0.002390098493638558,0.00015569115261074052,2.3050846270628916e-07,7.608290857525878e-09,1.1687394220338748e-07,7.0209594268028375e-06,4.5817853970536424e-07,2.305302259727997e-07,2.165151197151687e-11,3.3102918879180563e-10
,0.0027939059021940193,3.0146607685910455e-05,6.203913481630341e-08,1.7311412610095122e-09,1.5970189283705306e-07,8.873415310635505e-06,1.0429301717983406e-07,6.204347038021062e-08,6.5748873330707505e-12,4.885138119307915e-10
,0.003265935813215711,0.00024327366670726214,4.2022116117370006e-07,1.6261255043666684e-08,2.1822331728643445e-07,1.1214632779486491e-05,8.36748797103616e-07,4.20275625572856e-07,5.399322097806253e-11,7.213721848522306e-10
,0.0038177139953872704,0.00033867736715701867,6.313490317896076e-07,2.6449759290079464e-08,2.981893774815722e-07,1.4173568071949623e-05,1.2586838505472171e-06,6.314449906390591e-07,9.508771512031078e-11,1.0664949947568595e-09
,0.004462713316579463,0.0001851906281217621,3.790526381995792e-07,1.689053250349062e-08,4.074583632840387e-07,1.791320098185136e-05,7.468411651893968e-07,3.7911794901928884e-07,6.587631572433797e-11,1.5747659234431874e-09
,0.0052166826361567,0.0001749218047674969,3.9111494506693435e-07,1.8692976411511624e-08,5.567676151210926e-07,2.2639511439215713e-05,7.653127431850283e-07,3.9119223559083286e-07,7.888145603114342e-11,2.3259567597297962e-09
,0.0060980312376877795,0.0004311019775657339,1.018158463406054e-06,5.3783892516929145e-08,7.607888593816293e-07,2.861282380387619e-05,2.0262582614622048e-06,1.0184044813464148e-06,2.435896083743706e-10,3.4358112832103205e-09
,0.007128278175211378,0.00021920447716844253,5.761143543938358e-07,3.1921948913055324e-08,1.039570258127797e-06,3.616214487127896e-05,1.121783352682074e-06,5.762677975065971e-07,1.5787811751457062e-10,5.076516875962684e-09
,0.008332577487230446,0.0003424909079078414,9.581104216835778e-07,5.843486975725061e-08,1.4205061584153501e-06,4.5703282981526395e-05,1.8886211283611007e-06,9.584187385116075e-07,3.1029131890723667e-10,7.499191236564882e-09
,0.00974033207790105,0.0004751060012023308,1.4286349979743574e-06,9.462693194565056e-08,1.941027318743474e-06,5.7761747768757516e-05,2.8271638652400673e-06,1.4291779931467763e-06,5.424363747076754e-10,1.10787282090979e-08
,0.011385911220494888,0.00022106393711025747,7.728860593331718e-07,5.1613661624208764e-08,2.652279992931694e-06,7.300169072177656e-05,1.4519487455789012e-06,7.731842665055581e-07,3.262972931061357e-10,1.636690237863136e-08
,0.013309489156801564,0.0005914358574772179,2.084683253203889e-06,1.6097429245011135e-07,3.6241503290990746e-06,9.226247889556839e-05,4.117136801035918e-06,2.085759956911934e-06,1.0789222127823806e-09,2.4179237218976963e-08
,0.015558025203332692,0.00032503704177151146,1.3128472092781612e-06,1.0366839954281232e-07,4.9521291396512315e-06,0.00011660491602321515,2.486963663631746e-06,1.3135551679793091e-06,7.629937082201304e-10,3.572088877851012e-08
,0.018186409209718705,0.0005436550915531317,2.285637837884572e-06,2.0204634514060007e-07,6.766692906378253e-06,0.00014736965474004552,4.446419682944187e-06,2.2871863615486447e-06,1.5916060838721557e-09,5.2771611894031334e-08
,0.021258800216641602,0.0007306088842363638,3.2907437868858964e-06,3.1793440612116365e-07,9.246119140265437e-06,0.00018625101353608983,6.4485510121963974e-06,3.293401023376559e-06,2.7006000178050933e-09,7.796121323400354e-08
,0.024850190836057367,0.00015187820542084774,1.270814601396414e-06,7.764758942379626e-08,1.2633998063635408e-05,0.00023539026117328722,1.835840864707657e-06,1.2713116728598524e-06,9.013087431033588e-10,1.1517379898820008e-07
,0.029048235325286817,0.0005948443545881804,3.289532680893552e-06,3.528523863558329e-07,1.7263151863550785e-05,0.00029749349941097077,6.215517937311768e-06,3.2928190018112253e-06,3.552222926712719e-09,1.7014748680921204e-07
,0.03395538568334083,0.0009783432446965185,5.63137254956423e-06,6.793505711260971e-07,2.358832139392018e-05,0.0003759806278022632,1.0942985331304112e-05,5.6384687911851075e-06,7.3152777104962764e-09,2.513590047036902e-07
,0.0396913875045252,0.0010588136978500016,6.629896627541661e-06,8.600929414670437e-07,3.2230810363697534e-05,0.00047517358135284944,1.282905785679551e-05,6.63954829294279e-06,1.002839974462591e-08,3.7133020692078075e-07
,0.04639619595340223,0.0010563399244248241,7.268142434844717e-06,1.0035584692137414e-06,4.403948208472344e-05,0.000600534188196906,1.3902027793049007e-05,7.2801224369329336e-06,1.2706109270353779e-08,5.485569773309145e-07
,0.0542333822709013,0.0011432184715289761,8.585258944131747e-06,1.269622590642758e-06,6.0174075493515766e-05,0.0007589647180579436,1.6310483237369433e-05,8.601490272508827e-06,1.742577030079558e-08,8.103601865059771e-07
,0.06339411290790334,0.0013351969030015415,1.0834763845156043e-05,1.7322864477784559e-06,8.221901197687525e-05,0.0009591876283110622,2.0589831828562627e-05,1.085871457280839e-05,2.570510230743563e-08,1.1970952334806924e-06
,0.074101796968247,0.0013509163152700978,1.2116495072562078e-05,2.045978992402897e-06,0.00011233884321278599,0.0012122253574703313,2.265667414118322e-05,1.2146424386620955e-05,3.304099346609754e-08,1.7683669789803504e-06
,0.08661751341805672,0.0005836975195737643,8.534821844814833e-06,1.0291135321812678e-06,0.00015349054832642492,0.0015320064916822939,1.2617631956838682e-05,8.547352585783733e-06,2.1496077795945175e-08,2.612209768515099e-06
,0.10124634781732457,0.001224034324108353,1.4252750554380723e-05,2.5424193539843245e-06,0.00020971346291726275,0.0019361315429015926,2.4841035946751636e-05,1.4292211775848205e-05,4.959397279367441e-08,3.858639553911591e-06
