description,y_PF1_rsteps_error,y_PF1_error,y_CPF1symp_error,y_CPF1com_error,y_CPF1com_rsteps_error,y_PF2_rsteps_error,y_PF2_error,y_CPF2symp_error,y_CPF2com_error,y_CPF2com_rsteps_error
system=hub_wc3,0.0018922788712510347,0.0009878377418291702,1.3860200887616142e-07,8.18117723563051e-08,3.8034043615589416e-07,7.682180944909498e-06,2.3856008098986032e-06,1.3858590431940704e-07,9.796435219691724e-11,5.723182090651212e-10
alpha=0.1,0.0020058574661102014,0.001026930181176236,1.5063301518842113e-07,8.328907034928829e-08,4.273690193355858e-07,8.384137550929219e-06,2.425546201781207e-06,1.5061146763830897e-07,9.776087605944445e-11,6.620889489345493e-10
CPF1&2,0.002126252840923157,0.0010672814049410468,1.6370898753119742e-07,8.840204209357943e-08,4.802124674846262e-07,9.150234158920283e-06,2.4629414796725547e-06,1.636812796878915e-07,1.073301943483783e-10,7.659417431972779e-10
size=8,0.002253874070951104,0.0011087155541855236,1.779221826608923e-07,9.855268816767207e-08,5.395897304000061e-07,9.986331281257903e-06,2.500762943591189e-06,1.7788765196476154e-07,1.3294693498166444e-10,8.860854495335477e-10
nsteps=100,0.0023891547732282944,0.0011510139484479033,1.9337313352655467e-07,1.1206130913857068e-07,6.063086421687322e-07,1.0898824883689212e-05,2.600931700516664e-06,1.933312392790064e-07,1.6346434398876045e-10,1.0250756396851529e-09
"ticks = np.logspace(0,1,num=80)",0.002532554578057308,0.0011939156105560602,2.1017137760115265e-07,1.28007222606349e-07,6.812769200606108e-07,1.18946953035213e-05,2.828717443932769e-06,2.101217711120969e-07,1.9920562037771084e-10,1.1858689604679566e-09
,0.0026845606886278465,0.0012371181941975564,2.2843622770751643e-07,1.4609203209171418e-07,7.655144747598897e-07,1.2981560636371955e-05,3.0645453480449273e-06,2.2837883763277874e-07,2.4054310124237605e-10,1.3718855254762037e-09
,0.0028456895340263234,0.0012802799245606041,2.4829762872782883e-07,1.6615975392237778e-07,8.601673403157157e-07,1.4167734999589464e-05,3.3053753195833995e-06,2.4823276105274734e-07,2.877611307680025e-10,1.5870821881451016e-09
,0.0030164885212101045,0.0013230232857987616,2.6989707294987436e-07,1.880413475254981e-07,9.665232147329593e-07,1.5462292117720335e-05,3.547342447649326e-06,2.69825524085654e-07,3.409982408763995e-10,1.8360363627870698e-09
,0.0031975378918583596,0.0013649412300256916,2.933886312893503e-07,2.1149760742764098e-07,1.0860289828590472e-06,1.687513471565469e-05,3.78567993636404e-06,2.9331179062448717e-07,4.001832559441253e-10,2.1240436852062573e-09
,0.0033894526903575774,0.001405606625149358,3.1894008615444456e-07,2.361848997508879e-07,1.2203104047696667e-06,1.8417070249913454e-05,4.014705186533576e-06,3.188600466193741e-07,4.649655011684256e-10,2.457230395885362e-09
,0.003592884849553349,0.001444585460374089,3.4673422820510624e-07,2.616311170932355e-07,1.3711942110307805e-06,2.0099893557244044e-05,4.2279422394632095e-06,3.4665385262895383e-07,5.346387651318699e-10,2.8426838151067167e-09
,0.003808525401291812,0.0014814539224247423,3.769703160348261e-07,2.872216954161593e-07,1.5407329588246305e-06,2.193647705145894e-05,4.418582854827962e-06,3.7689328515342407e-07,6.080754926560026e-10,3.2886030293089924e-09
