description,y_PF1_rsteps_error,y_PF1_error,y_CPF1symp_error,y_CPF1com_error,y_CPF1com_rsteps_error,y_PF2_rsteps_error,y_PF2_error,y_CPF2symp_error,y_CPF2com_error,y_CPF2com_rsteps_error
system=hub_wh1,0.005677123446404871,0.005030022042315104,6.243098924593154e-06,1.95225170420517e-07,2.3332246859136164e-07,1.4432818978959512e-05,1.2583900594225312e-05,6.2435266446055524e-06,4.6215551289179265e-10,5.81816234830447e-10
alpha=0.3,0.006017894692608491,0.005293296004445321,6.773607574260972e-06,2.1698152462801362e-07,2.6217385323020976e-07,1.575163540301037e-05,1.3620933470050648e-05,6.774095382243292e-06,5.285007214948748e-10,6.715935579991355e-10
CPF1&2,0.0063791206626066625,0.005567914758762926,7.346808217407318e-06,2.4099753257223057e-07,2.9459282617208006e-07,1.719095981636541e-05,1.4736098727505264e-05,7.347364034618619e-06,6.039467737035969e-10,7.753144603090145e-10
size=8,0.006762029124104787,0.005854067845876724,7.965801580433368e-06,2.6747663947835486e-07,3.310205332673771e-07,1.8761803666511533e-05,1.5934161909891764e-05,7.966434254368074e-06,6.896502166631783e-10,8.951519103261874e-10
nsteps=100,0.007167921537109386,0.006151906469462279,8.633869613421823e-06,2.9663451130964537e-07,3.7195266560697875e-07,2.0476184564369005e-05,1.7220002304050994e-05,8.634588997414605e-06,7.868941923670747e-10,1.0336203239599834e-09
"ticks = np.logspace(0,1,num=80)",0.007598177476693189,0.006461537072207284,9.354481116868022e-06,3.2869846466839916e-07,4.179462071760359e-07,2.2347218217667296e-05,1.8598583667468693e-05,9.355298151581736e-06,8.97099452818244e-10,1.1936276453535935e-09
,0.00805425932115298,0.006783014385099347,1.0131297261217393e-05,3.6390651455943555e-07,4.6962701594907424e-07,2.4389218767666342e-05,2.007491831916593e-05,1.0132224051901383e-05,1.021832257734645e-09,1.3785346531284023e-09
,0.008537717221487152,0.007116333968599416,1.096817712141273e-05,4.0250598177327983e-07,5.276983346973815e-07,2.661780829230416e-05,2.1654023844928663e-05,1.096922700960779e-05,1.1628137717638895e-09,1.592229491253804e-09
,0.009050194369060297,0.007461424284502192,1.1869183432577637e-05,4.4475152946365556e-07,5.929503645894186e-07,2.9050036313928445e-05,2.3340871636046686e-05,1.1870371060604989e-05,1.3219289061193042e-09,1.8392069990065228e-09
,0.009593432579348903,0.007818138363818844,1.2838588881617987e-05,4.90902560090793e-07,6.662710136696745e-07,3.1704510227071923e-05,2.514032655994147e-05,1.2839930240835422e-05,1.5012300418150789e-09,2.124667994371678e-09
,0.010169278210718039,0.008186245170753493,1.388088339080476e-05,5.412198230079694e-07,7.486579793803283e-07,3.4601537642507354e-05,2.7057077089273443e-05,1.3882395849264624e-05,1.7029453458353224e-09,2.454624742625994e-09
,0.010779688438330095,0.008565420807922936,1.5000783046361085e-05,5.959611176887415e-07,8.412323270045598e-07,3.776328173713512e-05,2.909555538861422e-05,1.5002485349974308e-05,1.9294791857587726e-09,2.8360306739218408e-09
,0.011426737904480887,0.008955239766452502,1.6203241565373326e-05,6.553759383437661e-07,9.452537357594194e-07,4.1213930797332846e-05,3.12598470490936e-05,1.6205153798347492e-05,2.1834105146038594e-09,3.2769288125205794e-09
,0.012112625767934674,0.00935516650055704,1.749346551505923e-05,7.196989018492557e-07,1.0621376441841794e-06,4.497988325365872e-05,3.355359050219888e-05,1.749560901699792e-05,2.4674911019858837e-09,3.7866205954211e-09
