description,y_PF4_rsteps_error,y_PF4_errors,y_PF6_rsteps_error,y_PF6_errors,y_CPF4_rsteps_error,y_CPF4_errors,y_CPF6_rsteps_error,y_CPF6_errors
,2.2278708796704568e-07,4.598239519635056e-08,3.1211934277511735e-12,5.997559595149767e-13,5.953262293053522e-11,7.39887328042073e-12,2.5962449638031975e-12,1.8818192970546103e-12
,2.577356525737491e-07,5.3717031776584374e-08,3.840475016750271e-12,5.364273446849599e-13,7.300466755401204e-11,8.151149607021051e-12,3.013777601491079e-12,2.063616037145135e-12
,2.9816631582366347e-07,6.252466399014612e-08,4.766494864108128e-12,5.489561425676317e-13,8.95253750826663e-11,1.0220447996551683e-11,4.515400447622501e-12,3.3562201686116754e-12
,3.449389492089111e-07,7.233697390367398e-08,5.727821092785031e-12,7.002588274057538e-13,1.0978350595278194e-10,1.2495852124621794e-11,2.1231274438327007e-12,1.76995637843875e-12
,3.990482805160707e-07,8.30994614755337e-08,7.0420595799068505e-12,7.41459817113393e-13,1.3462976830801973e-10,1.4917095005338067e-11,2.5850182862971898e-12,2.466477143503137e-12
,4.6164504336115084e-07,9.483988062614257e-08,8.608295137328903e-12,8.652674287472027e-13,1.6509187974876069e-10,1.741409355623606e-11,2.7293234535782386e-12,2.1102510651239813e-12
,5.340604361409211e-07,1.0774799819267973e-07,1.055639478064389e-11,1.0061278934867702e-12,2.024548189022323e-10,1.9964866060234936e-11,3.5060951138339424e-12,2.376807873090471e-12
,6.178344211327891e-07,1.2223293215412122e-07,1.2944331860244896e-11,1.1244575176753068e-12,2.482668760665474e-10,2.3127938501536214e-11,2.4615916863702773e-12,1.6756006109683592e-12
,7.147484561391804e-07,1.3891108303044957e-07,1.5870742411585176e-11,1.3727154580559694e-12,3.044460273643658e-10,2.7675013716207194e-11,2.424991681818239e-12,1.9972484682503037e-12
,8.268633687330578e-07,1.5852591287306735e-07,1.9456315631835434e-11,1.6959062910403636e-12,3.733394313285973e-10,3.378344494410041e-11,3.309643754976995e-12,2.3048091326283933e-12
,9.565631373024573e-07,1.818676456731678e-07,2.3855452407258313e-11,2.2077456356240724e-12,4.578172401128897e-10,4.391367369109503e-11,5.287682055165494e-12,3.127057282777586e-12
,1.1066055766095853e-06,2.0970744466604271e-07,2.926253043380273e-11,2.6450722875641056e-12,5.614151252904585e-10,5.2541780548296766e-11,2.747022750928023e-12,1.4445285932854114e-12
,1.2801809277899639e-06,2.4267808768201854e-07,3.5885247067995546e-11,2.864930012361439e-12,6.884559833532324e-10,5.853002139283254e-11,2.6692977850934536e-12,1.934165319017512e-12
,1.4809796546116708e-06,2.8113406090874204e-07,4.399385953933311e-11,3.282983467154416e-12,8.442337478828925e-10,7.40107435054937e-11,2.183476261175878e-12,1.5149745184602797e-12
,1.7132708570705407e-06,3.2517663129963553e-07,5.394760244323438e-11,4.0667221441416814e-12,1.0352615984641697e-09,9.179584563829516e-11,2.865406983547921e-12,1.5178445424508146e-12
,1.9819929744873654e-06,3.74968482023328e-07,6.615642342447151e-11,4.837413407685194e-12,1.2695079239756256e-09,1.1048422183931246e-10,3.685167995671894e-12,3.0222646023564396e-12
,2.2928586958003456e-06,4.312320003696434e-07,8.113360966997736e-11,5.606265807024507e-12,1.5567492723154509e-09,1.293320395401669e-10,4.278376961023034e-12,2.6169065120389413e-12
,2.6524763083524572e-06,4.956500622733507e-07,9.947711280089788e-11,6.848455793547268e-12,1.9089790873341462e-09,1.495668898733191e-10,3.3544814776418966e-12,2.277499852054966e-12
,3.0684900575507325e-06,5.708867377789268e-07,1.219955858006116e-10,8.47820922876271e-12,2.3409003828438537e-09,1.765221806595491e-10,2.46397904630311e-12,1.7251289344735155e-12
,3.5497425127440644e-06,6.599685125636458e-07,1.4959923919127444e-10,1.088873780435991e-11,2.8705334092397128e-09,2.246062401293084e-10,2.369440734332556e-12,1.3393875869166374e-12
,4.1064623284077304e-06,7.64874961038556e-07,1.8345134162441684e-10,1.2068845037397318e-11,3.519995595831511e-09,2.587245607343266e-10,5.313245198118556e-12,3.0152685393317833e-12
,4.750481434989961e-06,8.85046839359933e-07,2.2494956456609614e-10,1.3770422546323734e-11,4.316375275207779e-09,3.322255209108013e-10,2.724596773968046e-12,1.5018981737136995e-12
,5.495486257299165e-06,1.0174968818336174e-06,2.75851254478106e-10,1.7650629707087106e-11,5.2929005245377185e-09,4.173345053634905e-10,3.4045721710427877e-12,2.0068760286087056e-12
,6.357308241835111e-06,1.1598332488486739e-06,3.3826373577709376e-10,2.1557528783463363e-11,6.490322275958437e-09,5.011096495663992e-10,3.6216866451392244e-12,2.079721939506355e-12
,7.354259882719048e-06,1.315950681650961e-06,4.1480514250225403e-10,2.5011826892844323e-11,7.958603468375068e-09,5.750471059556847e-10,4.1596432740829436e-12,2.6599208424025835e-12
,8.507523363323731e-06,1.5008287992040647e-06,5.086652670822482e-10,2.982900118394027e-11,9.759009906162972e-09,6.475476657560225e-10,3.615991452058627e-12,2.279339977750102e-12
,9.841600028064852e-06,1.7364611719175506e-06,6.237397657074415e-10,3.90871276340195e-11,1.1966634392817073e-08,8.269877766907133e-10,3.398381888933163e-12,2.202176353742661e-12
,1.1384830186024829e-05,2.036591916096521e-06,7.648635053694569e-10,4.1291051448146894e-11,1.4673562173490538e-08,9.617176350471443e-10,3.6756935463751646e-12,2.0566976455548862e-12
,1.316999428595122e-05,2.3947202886630227e-06,9.37899236162575e-10,5.1315649438196777e-11,1.799272250043403e-08,1.2641153523576262e-09,3.4967052478789417e-12,2.227287204110471e-12
,1.5235008121952954e-05,2.788030255021176e-06,1.1500945511429906e-09,6.681321531517746e-11,2.206251918213682e-08,1.6107042694577817e-09,3.2633695668954223e-12,1.6036672686041955e-12
,1.762372682901837e-05,3.1944277706886835e-06,1.4102653296789863e-09,7.751750675398458e-11,2.705269737632297e-08,1.9309552819685846e-09,2.377131011084461e-12,1.8971528289544717e-12
,2.038687459395177e-05,3.617141635806498e-06,1.7293187744328937e-09,8.656694868940072e-11,3.31713307501133e-08,2.1833784301653073e-09,2.4932040623226984e-12,1.6702253189307967e-12
,2.358311980399547e-05,4.10558572642202e-06,2.1205140408760024e-09,1.1058901058814704e-10,4.067353028424231e-08,2.4769810093984317e-09,3.2604313487687332e-12,2.266641090751045e-12
,2.7280318257156915e-05,4.737994563701534e-06,2.6001959389309885e-09,1.1700816115260868e-10,4.987205918035582e-08,3.047552975438782e-09,2.470012524715192e-12,1.7964941738126876e-12
,3.155695073528963e-05,5.55031304384757e-06,3.1883662296965395e-09,1.4743592531175282e-10,6.115035794659414e-08,3.954439179992096e-09,4.1656625172177916e-12,2.4696421102692344e-12
,3.650378524986233e-05,6.499537840627705e-06,3.909571535682866e-09,1.9378491110897055e-10,7.497850879449119e-08,4.965337162548555e-09,2.757420545184862e-12,1.727313118213183e-12
,4.222579899702078e-05,7.5232454795795846e-06,4.793861921265202e-09,2.3082679711938628e-10,9.193276287337233e-08,5.965504731073355e-09,2.4649812820553766e-12,1.3768008181912312e-12
,4.8844400567430186e-05,8.616285374984659e-06,5.8781344542189996e-09,2.649103345739251e-10,1.1271960447024469e-07,7.06657423817731e-09,3.0586813952266392e-12,1.580300713069066e-12
,5.6499999207115495e-05,9.853578806975409e-06,7.207605595579945e-09,2.973223282001168e-10,1.3820504556848843e-07,8.449600748946197e-09,2.8867510006411984e-12,1.900117664180107e-12
,6.535497517692978e-05,1.1342038029280892e-05,8.837684460308605e-09,3.661268525478217e-10,1.6945067347683588e-07,1.0258528285456522e-08,3.771276504237777e-12,2.141547923461994e-12
,7.559711379444334e-05,1.314666334672085e-05,1.0836325244370677e-08,4.5136961976597083e-10,2.0775782633766172e-07,1.2553371874653463e-08,4.7123020927816835e-12,1.6374778125394702e-12
,8.744357527374618e-05,1.526369301736883e-05,1.3286851756565023e-08,5.781249390456514e-10,2.547216907233074e-07,1.5462351453553022e-08,6.714623753821141e-12,2.4958067991387634e-12
,0.00010114548379454079,1.7656534076698165e-05,1.6291382587366586e-08,6.792688029170087e-10,3.1229748080880225e-07,1.904315835646772e-08,7.476464751931416e-12,1.9975254703131915e-12
,0.00011699323215330908,2.0330356732346052e-05,1.9975131025048118e-08,8.182247716405403e-10,3.8288182778012566e-07,2.322213456052585e-08,1.0069904124773066e-11,1.4983087729327391e-12
,0.00013532261330578856,2.338551826350092e-05,2.44915679792678e-08,9.6309776422118e-10,4.6941215130948904e-07,2.7624812618775465e-08,1.2908115718272946e-11,1.823938359829823e-12
,0.0001565219072266202,2.703238969302375e-05,3.002886453546152e-08,1.1520793804226096e-09,5.754887375544866e-07,3.300659900470508e-08,1.6211383157483742e-11,1.91140849713463e-12
,0.00018104007154393605,3.141693052289298e-05,3.681763723705236e-08,1.40729576798231e-09,7.055240508220819e-07,4.158693428560909e-08,2.1453510842346686e-11,1.1847134267833037e-12
,0.0002093962073259531,3.633602266070322e-05,4.5140647943152185e-08,1.8421214554039779e-09,8.649257782818838e-07,5.237567823858106e-08,2.781833994357286e-11,1.7959615089179614e-12
,0.00024219049777394905,4.160936822070737e-05,5.534441343567636e-08,2.0841181020126283e-09,1.0603211888565263e-06,6.133664673316763e-08,3.5456378801954805e-11,1.745871946906173e-12
,0.0002801168482268439,4.7911741537651076e-05,6.785370663419158e-08,2.2317372893406383e-09,1.2998315936387661e-06,7.097819685359764e-08,4.597125417131918e-11,2.6115533220722694e-12
,0.00032397749106769696,5.599869700560121e-05,8.318921970649277e-08,3.1056379255076864e-09,1.5934089666402425e-06,9.289425037946983e-08,5.995912085801748e-11,1.714795701590301e-12
,0.0003746998596607665,6.483655429071093e-05,1.019890281877167e-07,4.141117981992952e-09,1.953247930141455e-06,1.1775940217205314e-07,7.762624939783296e-11,2.5019792624199527e-12
,0.00043335608235375194,7.372324290423045e-05,1.2503536883693194e-07,4.098064404543471e-09,2.394290493355973e-06,1.3062592602305014e-07,1.0100935918418365e-10,3.0034176467377483e-12
,0.0005011855014509513,8.525886715805928e-05,1.532866958107537e-07,4.807093824936099e-09,2.9348439480825006e-06,1.595726263379129e-07,1.3113928001749934e-10,2.93844963106542e-12
