description,avg_infid_PF1,std_infid_PF1,avg_infid_PF2,std_infid_PF2,avg_infid_CPF1,std_infid_CPF1,avg_infid_CPF2,std_infid_CPF2
nqubits=2,0.04834000000000002,0.0009857230848468693,0.0118925,0.00024314347616174775,0.004042499999999977,0.00010985786271361081,0.0038650000000000073,0.00018953891421023247
nsteps=10,0.047227500000000006,0.0008179356637291262,0.012185000000000001,0.00026688012290161726,0.0040300000000000336,0.00018587630295440133,0.004002499999999992,0.00015514106484100623
"shots=10^5",0.04681750000000001,0.0005070194769434663,0.01184750000000001,0.00036092762432374383,0.00422249999999999,0.00012275483697192708,0.0039375000000000104,0.00014359230480774846
pparam=0.1,0.04701250000000001,0.000627151297535137,0.012345000000000023,0.00020609463845525764,0.004139999999999977,0.00020700241544487186,0.003977500000000023,0.00028261059781964874
"ticks=np.linspace(0.1,1,20)",0.047662500000000024,0.0005887009002880884,0.01214000000000004,0.0002546566315649343,0.003954999999999986,0.00013462912017834778,0.011780000000000013,0.0002510975905897946
0,0.04744000000000004,0.0005997916304851244,0.011940000000000006,0.0002490983741416148,0.012399999999999994,0.0004256171989006218,0.012385000000000007,0.0004999249943741647
0,0.04786499999999999,0.0008607700041242008,0.011907500000000015,0.0005542280667739664,0.012152499999999983,0.0004818389253682086,0.011885000000000034,0.00042014878317090016
0,0.047075000000000006,0.0006197378478033877,0.012465000000000032,0.00022107690969435664,0.012390000000000012,0.00024259018941415037,0.01197999999999999,0.000255734237050875
0,0.04773499999999997,0.0006716583953171578,0.0651475,0.00023466731770742852,0.012402499999999983,0.0004083120742765385,0.01222750000000003,0.000191229574072637
0,0.04730000000000001,0.0008217968118701907,0.06497750000000002,0.00022264040513798875,0.012322500000000014,0.0002542021833108313,0.011935000000000001,0.0004966135318333432
0,0.04697000000000001,0.0004287190222045309,0.04843,0.0005346494178430946,0.012025000000000008,9.069178573607957e-05,0.012495000000000006,0.0003046719547316319
0,0.04721750000000002,0.0004228696607703093,0.0489125,0.0012234250079183344,0.011920000000000014,0.00032101401838550286,0.012125000000000025,0.00020657928260113835
0,0.046662499999999996,0.0007330543977086864,0.047345,0.0005279441258315159,0.012127499999999986,0.00018143525015828685,0.011887499999999995,0.00019266226926928324
0,0.04688999999999999,0.0010868072506198798,0.04740749999999999,0.0008684576846340824,0.012149999999999994,0.0003427097897639076,0.012204999999999994,0.00032851940581951324
0,0.047457500000000014,0.000866238275533951,0.048485,0.0009750512807026981,0.012229999999999991,0.0004043513323831009,0.012062500000000032,0.00019201236939321518
0,0.04732749999999997,0.0004164357693570417,0.04856750000000001,0.0006871817445188755,0.012197499999999972,0.00015562374497485852,0.012179999999999996,0.0005226375417055564
0,0.04707999999999998,0.001037496987947433,0.046922500000000006,0.0004779317419883171,0.012270000000000003,0.0002815137652052101,0.011937500000000018,0.0001669393602479481
0,0.0475825,0.0006990126965942734,0.04884250000000004,0.0021338506859665584,0.012182500000000013,0.0001670890481150557,0.01220750000000001,0.0005176086842393846
0,0.04715750000000002,0.0008722492476350773,0.04760249999999999,0.0003183060634043946,0.012127500000000013,0.0001291075133367341,0.011872500000000008,0.00032736638495729575
0,0.047195000000000015,0.0009639631735704356,0.047969999999999985,0.001068293030961097,0.0121,8.215838362574222e-05,0.012077499999999991,0.0002834056280316421
