description,avg_infid_PF1,std_infid_PF1,avg_infid_PF2,std_infid_PF2,avg_infid_CPF1,std_infid_CPF1,avg_infid_CPF2,std_infid_CPF2
shots: 10^5,0.017219999999999985,0.000791296404642425,0.00919749999999997,0.00023636571240346046,0.0049899999999999944,6.964194138592248e-05,0.005222499999999991,0.0004129996973364322
pparam: 0.1,0.016467500000000024,0.0004824093179033757,0.009597499999999981,9.730750228015991e-05,0.007107499999999989,0.00039085643144254556,0.007567500000000005,0.0005697532360592803
"ticks: np.linspace(0.1,1,20)",0.016259999999999997,0.0011765840386474698,0.009192499999999992,0.00012871965661854183,0.0057174999999999865,0.00034520827046871227,0.005592500000000028,0.0001583311403356909
0,0.01613500000000001,0.0006169481339626348,0.009102499999999986,0.00020116846174287117,0.006780000000000008,0.0003203903868720409,0.006132500000000013,0.0007165324486720911
0,0.016564999999999996,0.0008690655901599116,0.009754999999999986,0.0002031624965390987,0.006082499999999991,0.0003242973172876776,0.009017499999999984,0.0004862805260341236
0,0.016607500000000025,0.0009323994583867903,0.009472499999999995,0.00013718144918316964,0.009149999999999991,0.00013982131454110048,0.009257500000000002,0.0002593621984792754
0,0.016194999999999987,0.0006511720202834211,0.009200000000000014,0.00029223278392403367,0.00921749999999999,0.00017977416388347388,0.009195000000000009,0.0002360614326822449
0,0.01639750000000001,0.0009229402743406463,0.009292500000000009,0.0003109963826156353,0.009262499999999979,0.000312439994238899,0.009342500000000004,0.0003948654834244065
0,0.0161925,0.0006326679618883879,0.021572500000000022,0.0021088785526909935,0.009147499999999975,0.00015352117117844094,0.009665000000000007,0.0003287476235655429
0,0.015859999999999985,0.000470265882241085,0.019810000000000022,0.0019231354606475167,0.008940000000000003,0.0003259601202601187,0.009492500000000015,0.00021463632031883006
0,0.016725000000000018,0.0008551754206009578,0.017479999999999996,0.0002712010324463878,0.00986999999999999,0.00020506096654409543,0.009722500000000023,0.00041691575887702504
0,0.01716999999999999,0.0002560273422898207,0.016869999999999996,0.0005766714836022452,0.009284999999999988,0.0001855397531528045,0.00948999999999997,0.0002390606617576476
0,0.01655999999999999,0.0006324160023275648,0.0171375,0.0006241143725311841,0.009427500000000005,0.0004955489380475016,0.010060000000000013,0.0002992490601488988
0,0.016429999999999972,0.00035714142856857267,0.016902499999999987,0.0004809560790758112,0.00948750000000001,0.0004638089585163532,0.009142499999999998,0.0002862145174515156
0,0.01657,0.00040106109260311065,0.017252500000000004,0.0005741243332240877,0.009137499999999993,9.832980219649121e-05,0.0091725,0.0001005919976936455
0,0.01635499999999998,7.921489758875891e-05,0.016827499999999995,0.00030384000724063923,0.0094775,0.00022442983313276658,0.00951249999999998,0.00026470502450842367
0,0.016752500000000003,0.00019004933569998785,0.01713500000000001,0.0006477846864506954,0.009355000000000002,0.00026004807247891916,0.009302499999999964,0.0002894283158227482
0,0.01632,0.00031827660925682147,0.01680750000000003,0.0008057411184741757,0.009190000000000004,0.0002254994456755976,0.009382499999999988,0.00018198557635154536
0,0.016754999999999992,0.0007855093888681508,0.01864249999999998,0.0009452876546321687,0.011910000000000004,0.0005540306850707644,0.012477500000000002,0.0003298768709685716
0,0.01997750000000001,0.0009492464116339771,0.020289999999999975,0.000722184187032643,0.013587500000000002,0.0006646568663603802,0.01321,0.0013784592848539567
