description,y_PF1_error,y_CPF1symp_error,y_CPF1com_error,y_PF2_error,y_CPF2symp_error,y_CPF2com_error,y_PF4_error
system=isg,0.09568162362566562,0.003104139946356809,0.003725090929732559,0.00695890985555479,0.003294434628793211,0.00021280095371769813,1.323461739004638e-05
CPF1&2,0.18363944575778512,0.006062837853255939,0.007068993502560269,0.013342949244071433,0.00641675705324765,0.0004060030581766886,2.5041062947518715e-05
size=8,0.2570462032035344,0.008752889318284713,0.009694651960892803,0.018646167931066243,0.009222187932217815,0.0005599589804640522,3.4175423624634616e-05
tau=0.1,0.31069180521828155,0.011099854441611148,0.011347583185613744,0.02249426930646289,0.011619701674035901,0.0006612195766400882,3.97433345196891e-05
"steps_list = np.arange(1, 101, dtype=int)",0.34142717571519754,0.013098347794553055,0.01188535892886552,0.024697548059529156,0.01359595296758507,0.0007032886401713679,4.1334067149576096e-05
,0.3483305537165413,0.01482904927664194,0.011294300699527278,0.025298669885291,0.015236918498209078,0.0006882567223429526,3.913303566307379e-05
,0.3326632038939149,0.016461043792419038,0.009696408232705402,0.024651999826186616,0.016739424739347985,0.0006295416982969369,3.4113799161024476e-05
,0.2977777556365417,0.018202798644997093,0.007404250102463821,0.023711589926494157,0.01836719963684648,0.0005639927954231932,2.8924875760875442e-05
,0.27609527476993323,0.02018241548316397,0.006439884555043227,0.02427069908254081,0.020295716841732127,0.0005708180087819174,2.930935918293367e-05
,0.27055114702645644,0.022377499222367744,0.0069240173251074654,0.02646350971477624,0.022497902595133575,0.000649940249944493,3.496575862980482e-05
,0.25695315914276895,0.024680071868211566,0.007533269150375384,0.029320194876218612,0.024833472314772998,0.0007484131389474759,4.1682632321600955e-05
,0.28924138013780143,0.026980011093233752,0.008998242372979966,0.03231399816728793,0.027164341281003077,0.0008428428781319032,4.7662177028310283e-05
,0.31863770384778856,0.029203718923909855,0.010323757481709698,0.034973297098736665,0.029399189563177636,0.0009163538981585802,5.181445526103706e-05
,0.32883497966187825,0.03132847114027754,0.010844659419243913,0.03696328421518649,0.031508623045551055,0.0009586981057919858,5.359687863698803e-05
,0.3183910882309777,0.03338274164087755,0.010465958235798253,0.038249681246557914,0.03352714722318184,0.0009713612208191875,5.328037500883229e-05
,0.28820989641959777,0.03542790274635201,0.009343128122825986,0.039194159593102726,0.035533050571144746,0.000971963434352746,5.2262654614641616e-05
,0.2456109115581933,0.03752174841375425,0.008290835946567009,0.04048130575289722,0.037602157098691205,0.0009938007646055763,5.304955820204303e-05
,0.23439652557697535,0.03968395874267694,0.008771106274543989,0.042478404225184674,0.03976039038269914,0.0010549289654198882,5.6951265365500994e-05
,0.21364448787472906,0.04189046165660134,0.009369075743868855,0.044823450475025964,0.04197547825800021,0.0011340268171612397,6.229048853202849e-05
,0.17976045877110752,0.044097252412001416,0.009455609050608264,0.04706614248302667,0.044189886852656096,0.0012059728754811856,6.708302774331093e-05
,0.15210042721364572,0.04626985535678909,0.009089993331608011,0.04902648683533763,0.04635961118711807,0.001259561705308157,7.036760682291585e-05
,0.1420929549921151,0.04840068560995399,0.00861859927258681,0.0507309634044634,0.048475255277620824,0.0012938380106895216,7.19709066895308e-05
,0.16895517814098976,0.0505110521938002,0.008433900797418023,0.052325231493033364,0.05056385451409825,0.0013147126561238681,7.230360283192322e-05
,0.20730283863023716,0.052639853876897444,0.008395751695924976,0.05405256937080518,0.05267506225038153,0.0013346485525302777,7.235144422386849e-05
,0.23669203049553272,0.05482268505279451,0.00849167737515289,0.0562275157881342,0.05485512358547607,0.0013719509387479384,7.359308793297724e-05
,0.28029759303891133,0.05707013796692928,0.009593554734531336,0.05903243636426609,0.05711852999118847,0.0014402504988566807,7.71688448050151e-05
,0.33631013021486683,0.05935861455211713,0.011507782693134988,0.062244371763537254,0.05943527013761085,0.0015321201986184577,8.26228853577294e-05
,0.37407069359343514,0.06164104755476635,0.013050465924930563,0.06535436727320452,0.061744713595089054,0.001624509925010516,8.829747222451616e-05
,0.3891960127884269,0.06387081088117058,0.013751720184793249,0.0679277840997932,0.0639869660924805,0.001697382282576992,9.271511349758791e-05
,0.3804305153949042,0.06602440303988105,0.013488920780427464,0.06978889474783141,0.06613197510081648,0.0017418447657222716,9.517873423248696e-05
,0.34898430174319794,0.06811214493586269,0.012358652326182294,0.07104164119081031,0.06819284952810835,0.001760650964063889,9.581650697664154e-05
,0.29912501353336324,0.07017347380089724,0.010697853924009477,0.0720258665799579,0.07021984513294952,0.0017667787213111175,9.549762912421271e-05
,0.24285214277328918,0.07225921849137021,0.00915832512980284,0.07321765262523769,0.0722780287101521,0.001780189463282546,9.562245499384055e-05
,0.2197148969390149,0.07440814669337416,0.008732323219784293,0.07503524115466112,0.07441727323156565,0.001819870340575057,9.75592308788277e-05
,0.25325092027326246,0.0766288363501245,0.009945512402348786,0.07759007372946547,0.0766486256967749,0.0018915013960654056,0.00010173789668062716
,0.28905821223703515,0.07889657603043185,0.011822196549208323,0.08060760094309541,0.07894017074610486,0.0019827892103892373,0.00010729559420349199
,0.30993397633641323,0.08116672461057066,0.013412444077263976,0.0836235848967969,0.08123449117968494,0.0020732002761497084,0.00011278025096818925
,0.3110183699649405,0.0833965655905637,0.014266749720262371,0.08623803483729421,0.08347693493599864,0.0021457585147226827,0.00011700017052987414
,0.29090765445880695,0.0855644177416899,0.014225436687548046,0.08826007475346187,0.08563994184146652,0.0021927975985008273,0.00011942905973842301
,0.25212894170871963,0.08767790522686468,0.0133514598486197,0.08975250151166766,0.08773340994212239,0.0022174102594416985,0.00012030278278900674
,0.20464931923255839,0.08976878300078513,0.011943344263772549,0.09100332911330394,0.08979808924135355,0.002232280264708525,0.00012053264870418438
,0.16525332169410506,0.09187716003411862,0.010623261401608785,0.09241344434422401,0.09188545857681849,0.0022550042802138535,0.00012136701564971951
,0.15521679827393997,0.09403258454720181,0.010255250104587955,0.09430251144889479,0.09403337391508707,0.002299182670184704,0.00012374568161781644
,0.17571432524909128,0.09624130099552032,0.011025109752392659,0.09673746854149311,0.09624958294290145,0.0023662417822429282,0.0001277143634066579
,0.21946715158666272,0.09848576155937089,0.012400473802542887,0.09952798648584553,0.09851122357759277,0.002445955289604543,0.0001324860608138635
,0.27876694469045604,0.10073547549148772,0.01385338002013571,0.10236883907188363,0.10077902128588424,0.002524125038826692,0.00013702242860492322
,0.329504887145183,0.10296248685788391,0.01495294701290253,0.10499325281507622,0.1030172349436915,0.0025897198244948126,0.00014055691578702682
,0.36232250109567665,0.10515361502713864,0.015438562883396439,0.1072692094542783,0.10520923438039219,0.0026386427004685296,0.00014285555422301376
,0.3746469463703633,0.10731429104982165,0.015283548303856026,0.10923484899737868,0.10736230989585512,0.0026747378121220558,0.00014427005584632485
,0.367773850876357,0.10946307233477758,0.014743677753423733,0.11106784966535606,0.10950060004188951,0.002708006188717836,0.00014558762603671054
,0.35246056280428045,0.11162020746701928,0.014363330435025351,0.11298251261650637,0.1116503242143702,0.002749427117307566,0.00014763575026923193
,0.3524629627795871,0.11379655401177458,0.014529530980287643,0.11509692948892004,0.11382539801234885,0.0028041926545417616,0.00015077779498356172
,0.34754696910803873,0.1159888798874027,0.014972102857317196,0.11737049423251081,0.11602137614981728,0.002868740882580475,0.00015470078481137257
,0.329055063197321,0.11818364530852929,0.015311986324885767,0.11966048960601675,0.11822049486464406,0.002934250078580803,0.00015869060189151903
,0.30194033839491524,0.12036629360776434,0.01542372194581912,0.12182990800536456,0.12040380117509415,0.0029925525339354006,0.00016208861435297253
,0.2819769040774848,0.12253035744960923,0.015332938850691707,0.12382450326259996,0.1225628916461838,0.003040100851341487,0.00016460078775706657
,0.27327974654732523,0.12468147071447794,0.015092471729572246,0.12569720866458586,0.12470502633877897,0.003079214280475566,0.00016639804213189655
,0.262005236344492,0.12683438377721212,0.014804436231831298,0.1275858782174818,0.12684928628018474,0.0031170604563631513,0.00016803876657566278
,0.24553537666774825,0.12900463562798187,0.014735997176291711,0.12964661809054887,0.12901585469727594,0.0031623242689171162,0.0001702105275197076
,0.2421976445807015,0.1311993575615242,0.015212673518744226,0.13195897966742426,0.13121409207444204,0.003220144243527876,0.00017333860762031202
,0.25537752745702597,0.1334124324149602,0.01613945377359103,0.1344609462559527,0.13343619325145956,0.0032883691073176055,0.00017729436579132525
,0.26926279608670123,0.13562701301688848,0.01703243009135564,0.1369745420367683,0.13566042330069034,0.003358617390988323,0.00018146615753253704
,0.2795533803415716,0.1378241897841507,0.017506439228831806,0.1393075810752924,0.13786235607803626,0.0034213495737454138,0.0001851341427483442
